Código,Tipo de institución,Nombre de institución,Acreditación institución (al 31 de octubre 2025),Área,Nombre carrera genérica,Nombre carrera (del título),% titulados con continuidad de estudios,Retención 1er año,Duración Real (semestres),Empleabilidad 1er año,Empleabilidad 2° año,Ingreso Promedio al 4° año
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,"Ingeniería en Automatización, Instrumentación y Control",Ingeniería en Automatización y Control Industrial,0.07692307692307693,0.8571428571428571,s/i,0.9361702127659575,0.9210526315789473,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Ingeniería en Comercio Exterior,Ingeniería en Comercio Exterior,0.021301775147928994,0.8319123020706456,9.642857142857148,0.7657784011220197,0.8094488188976378,De $1 millón 200 mil a $1 millón 300 mil
171,Insitutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,3 años,Administración y Comercio,Ingeniería en Comercio Exterior,Ingeniería en Comercio Internacional,0.03968253968253968,0.7073170731707317,s/i,0.851063829787234,0.85,s/i
100,Insitutos Profesionales,IP INACAP,7 años,Administración y Comercio,Ingeniería en Comercio Exterior,Ingeniería en Comercio Exterior,0.009836065573770493,0.7037037037037037,10.420765027322394,0.8451882845188284,0.9102564102564102,De $1 millón 300 mil a $1 millón 400 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Ingeniería en Computación e Informática,Ingeniería de Ejecución en Informática,0.09745127436281859,0.6149584487534626,10.087248322147653,0.7673130193905817,0.8071428571428572,De $1 millón 500 mil a $1 millón 600 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Tecnología,Ingeniería en Computación e Informática,Ingeniería en Informática,0.026785714285714284,0.6451612903225806,s/i,0.84375,0.8717948717948718,De $1 millón 600 mil a $1 millón 700 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Ingeniería en Computación e Informática,Ingeniería de Ejecución en Computación e Informática,0.011904761904761904,0.8581081081081081,9.233333333333333,0.6458333333333334,0.7083333333333334,De $1 millón 200 mil a $1 millón 300 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Computación e Informática,"Ingeniería en Informática, en Infraestructura y Plataformas Tecnológicas",0.006192784060312331,0.8180174751431154,10.061309030654519,0.7832699619771863,0.8985785631963119,De $1 millón 900 mil a $2 millones
162,Insitutos Profesionales,IP SAN SEBASTIAN,4 años,Tecnología,Ingeniería en Computación e Informática,Ingeniería en Informática,0.007633587786259542,0.7663551401869159,s/i,0.9583333333333334,0.9333333333333333,s/i
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,Ingeniería en Computación e Informática,Ingeniería en Informática,0.01669449081803005,0.7954545454545454,10.910447761194023,0.7099236641221374,0.8368055555555556,De $1 millón 500 mil a $1 millón 600 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Ingeniería en Conectividad y Redes,Ingeniería de Ejecución en Administración de Redes y en Ciberseguridad,0.17159763313609466,0.6136363636363636,9.773809523809527,0.9491525423728814,,De $1 millón 400 mil a $1 millón 500 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Conectividad y Redes,Ingeniería en Conectividad y Redes,0.011165387299371946,0.8542805100182149,9.817021276595737,0.8135158254918734,0.8868312757201646,De $1 millón 500 mil a $1 millón 600 mil
162,Insitutos Profesionales,IP SAN SEBASTIAN,4 años,Tecnología,Ingeniería en Conectividad y Redes,"Ingeniería en Conectividad y Redes, y en Ciberseguridad",0.03389830508474576,0.6687898089171974,s/i,0.967741935483871,0.9782608695652174,De $2 millones a $2 millones 100 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Ingeniería en Construcción,Ingeniería en Construcción,0.02546296296296296,0.8046875,11.617647058823513,0.6627450980392157,0.7443365695792881,De $1 millón 200 mil a $1 millón 300 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Construcción,Ingeniería en Construcción,0.01888412017167382,0.7272727272727273,10.333021515434982,0.6604651162790698,0.7258928571428571,De $1 millón 300 mil a $1 millón 400 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Ingeniería en Electricidad,Ingeniería en Electricidad y Energías Renovables,0.176056338028169,0.7023060796645703,10.540740740740741,0.9038461538461539,,s/i
123,Insitutos Profesionales,IP DE CHILE,5 años,Tecnología,Ingeniería en Electricidad,Ingeniería en Electricidad y Electrónica,0.03678929765886288,0.7166666666666667,s/i,0.839622641509434,0.8461538461538461,De $1 millón 600 mil a $1 millón 700 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Ingeniería en Electricidad,Ingeniería de Ejecución en Electricidad,0.024390243902439025,s/i,s/i,0.872,0.9111111111111111,De $1 millón 600 mil a $1 millón 700 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Electricidad,"Ingeniería en Electricidad y Automatización Industrial, y Electrónica",0.019636720667648502,0.8115687992988606,10.299450549450553,0.8424050632911393,0.8941504178272981,De $1 millón 500 mil a $1 millón 600 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Electricidad,Ingeniería Eléctrica,0.02056555269922879,0.8195402298850575,10.958525345622125,0.8458333333333333,0.912621359223301,s/i
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,Ingeniería en Electricidad,Ingeniería en Electricidad y Electrónica Industrial,0.041811846689895474,0.7291666666666666,11.770833333333357,0.8888888888888888,0.9047619047619048,De $1 millón 900 mil a $2 millones
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Ingeniería en Finanzas,Ingeniería en Administración mención Finanzas,0.03282828282828283,0.8086876155268022,9.150815217391305,0.6541095890410958,,s/i
171,Insitutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,3 años,Administración y Comercio,Ingeniería en Finanzas,Ingeniería en Finanzas,0.07,0.6434782608695652,s/i,0.8787878787878788,0.875,s/i
103,Insitutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,No,Administración y Comercio,Ingeniería en Finanzas,Ingeniería Financiera,0.03319919517102616,s/i,10.813648293963269,0.7652027027027027,0.7572254335260116,De $1 millón 400 mil a $1 millón 500 mil
100,Insitutos Profesionales,IP INACAP,7 años,Ciencias Básicas,Ingeniería en Geomensura y Cartografía,Ingeniería en Geomensura ,0.007142857142857143,0.85,11.991150442477878,0.7277777777777777,0.8297213622291022,De $1 millón 500 mil a $1 millón 600 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Ciencias Básicas,Ingeniería en Geomensura y Cartografía,Ingeniería en Geomensura,0.025906735751295335,s/i,s/i,0.8571428571428571,,s/i
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Ciencias Sociales,Ingeniería en Gestión Pública,Ingeniería en Administración mención Gestión Pública,0.06607929515418502,0.6984126984126984,s/i,0.72,0.8024691358024691,De $1 millón 100 mil a $1 millón 200 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Ingeniería en Logística,Ingeniería en Gestión Logística,0.016587677725118485,0.8258555133079848,9.372519083969467,0.7709049255441008,0.8327974276527331,De $1 millón 400 mil a $1 millón 500 mil
171,Insitutos Profesionales,IP ESCUELA DE COMERCIO DE SANTIAGO,3 años,Administración y Comercio,Ingeniería en Logística,Ingeniería en Logística,0.03686635944700461,0.6685082872928176,s/i,0.7894736842105263,0.9210526315789473,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Ingeniería en Marketing,Ingeniería en Marketing y Administración mención Marketing,0.020061728395061727,0.7964071856287425,9.423758865248226,0.604602510460251,0.7160751565762005,De $1 millón 200 mil a $1 millón 300 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Ingeniería en Mecánica Automotriz,Ingeniería en Mecánica Automotriz y Autotrónica,0.05286343612334802,0.6727272727272727,11.296874999999988,0.7265625,0.7480916030534351,De $1 millón 100 mil a $1 millón 200 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Tecnología,Ingeniería en Mecánica Automotriz,Ingeniería en Mecánica Automotriz y Autotrónica,0.03619909502262444,0.76,s/i,0.7254901960784313,0.8018867924528302,De $1 millón 100 mil a $1 millón 200 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Mecánica Automotriz,"Ingeniería en Mecánica Automotriz y Autotrónica, e Ingeniería en Maquinarias y Vehículos Pesados",0.022062732589048378,0.8147612156295224,9.964788732394366,0.7724230254350736,0.8108448928121059,De $1 millón 200 mil a $1 millón 300 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Mecánica Automotriz,"Ingeniería en Maquinaria, Vehículos Automotrices y, Mecánica y Electromovilidad",0.02662037037037037,0.8103896103896104,11.264136328427579,0.7998174627319744,0.854320987654321,De $1 millón 400 mil a $1 millón 500 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Medio Ambiente,Ingeniería en Medio Ambiente,0.022865853658536585,0.84251968503937,10.041420118343215,0.5734126984126984,0.7324324324324324,De $1 millón 200 mil a $1 millón 300 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Metalurgia,Ingeniería en Metalurgia,0.05454545454545454,0.7348066298342542,10.560000000000011,0.8022813688212928,0.8532818532818532,De $1 millón 600 mil a $1 millón 700 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Tecnología,Ingeniería en Minas,Ingeniería en Minas,0.0678391959798995,0.8292682926829268,10.871794871794854,0.7433962264150943,0.8085106382978723,De $1 millón 700 mil a $1 millón 800 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Ingeniería en Minas,Ingeniería de Ejecución en Minas,0.06976744186046512,0.8085106382978723,s/i,0.5915492957746479,0.7469879518072289,De $1 millón 400 mil a $1 millón 500 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Minas,Ingeniería en Minas,0.059640522875817,0.7775377969762419,11.718253968253963,0.7675438596491229,0.8389261744966443,De $1 millón 700 mil a $1 millón 800 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Ingeniería en Prevención de Riesgos,Ingeniería en Prevención de Riesgos,0.09799554565701558,0.647239263803681,11.67052023121388,0.7587939698492462,0.7882534775888718,De $1 millón 200 mil a $1 millón 300 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Tecnología,Ingeniería en Prevención de Riesgos,Ingeniería en Prevención de Riesgos,0.015625,0.3333333333333333,s/i,0.7962962962962963,0.6883116883116883,De $1 millón 100 mil a $1 millón 200 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Prevención de Riesgos,Ingeniería en Prevención de Riesgos,0.012453300124533,0.7775551102204409,9.990147783251222,0.6875,0.7691237830319889,De $1 millón 200 mil a $1 millón 300 mil
117,Insitutos Profesionales,IP IACC,4 años,Tecnología,Ingeniería en Prevención de Riesgos,Ingeniería en Prevención de Riesgos,0.03489702517162471,0.7020833333333333,8.84615384615385,0.9141104294478528,0.9097472924187726,De $1 millón 700 mil a $1 millón 800 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Prevención de Riesgos,"Ingeniería en Prevención de Riesgos, Calidad y Ambiente",0.03267211201866978,s/i,14.172932330827063,0.6600688468158348,0.762,De $1 millón 200 mil a $1 millón 300 mil
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Tecnología,Ingeniería en Prevención de Riesgos,"Ingeniería en Prevención de Riesgos, Calidad y Medio Ambiente",0.035443037974683546,0.7239263803680982,11.243243243243256,0.972318339100346,0.9884393063583815,De $1 millón 800 mil a $1 millón 900 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,Ingeniería en Prevención de Riesgos,Ingeniería en Prevención de Riesgos,0.02185792349726776,0.55,s/i,0.7286432160804021,0.7936507936507936,De $1 millón 200 mil a $1 millón 300 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Química,Ingeniería en Química Industrial,0.02875399361022364,s/i,11.093749999999986,0.7991967871485943,0.8358778625954199,De $1 millón 300 mil a $1 millón 400 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,Ingeniería en Química,Ingeniería en Química Industrial,0.06666666666666667,0.7605633802816901,s/i,0.7301587301587301,0.8918918918918919,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Ingeniería en Recursos Humanos,Ingeniería en Administración de Recursos Humanos y Gestión de Personas,0.020132117017930166,0.8357588357588358,9.521617852161787,0.7109243697478992,0.7719072164948454,De $1 millón 100 mil a $1 millón 200 mil
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Administración y Comercio,Ingeniería en Recursos Humanos,Ingeniería en Recursos Humanos,0.021922428330522766,0.7903225806451613,9.540000000000001,0.9516129032258065,0.9811320754716981,De $1 millón 500 mil a $1 millón 600 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Administración y Comercio,Ingeniería en Recursos Humanos,Ingeniería en Administración de Recursos Humanos,0.035422343324250684,0.7268170426065163,10.134020618556715,0.7657894736842106,0.8262411347517731,De $1 millón 200 mil a $1 millón 300 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Refrigeración y Climatización,Ingeniería en Refrigeración y en Climatización,0.03515625,0.8809523809523809,11.437500000000007,0.7932960893854749,0.8507462686567164,De $1 millón 300 mil a $1 millón 400 mil
176,Insitutos Profesionales,IP DEL VALLE CENTRAL,No,Administración y Comercio,Ingeniería en Seguridad Privada,Ingeniería de Ejedución en Gestión en Seguridad Privada,0.020179372197309416,0.8571428571428571,8.09913793103448,1,1,De $1 millón 800 mil a $1 millón 900 mil
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Administración y Comercio,Ingeniería en Seguridad Privada,"Ingeniería en Administración, mención en Seguridad Privada",0.0112806901128069,0.819047619047619,8.722063037249281,0.9967793880837359,0.9875666074600356,De $1 millón 700 mil a $1 millón 800 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Ingeniería en Sonido,Ingeniería en Ejecución en Sonido,0.0967741935483871,0.616822429906542,s/i,0.5,0.6142857142857143,De $900 mil a $1 millón
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Ingeniería en Sonido,Ingeniería en Sonido,0.04229607250755287,0.834061135371179,10.034188034188036,0.39849624060150374,0.5235602094240838,De $1 millón a $1 millón 100 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería en Telecomunicaciones,"Ingeniería en Telecomunicaciones, Conectividad y Redes",0.009259259259259259,0.8302583025830258,10.890109890109896,0.8481894150417827,0.8849840255591054,De $1 millón 500 mil a $1 millón 600 mil
117,Insitutos Profesionales,IP IACC,4 años,Tecnología,Ingeniería Industrial,Ingeniería Industrial,0.08569182389937106,0.7354497354497355,9.165217391304353,0.944,0.9594594594594594,s/i
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Ingeniería Mecánica,Ingeniería de Ejecución Mecánica,0.046632124352331605,s/i,s/i,0.8764044943820225,0.8736842105263158,De $1 millón 400 mil a $1 millón 500 mil
100,Insitutos Profesionales,IP INACAP,7 años,Tecnología,Ingeniería Mecánica,Ingeniería Mecánica en Mantenimiento Industrial y en Producción Industrial,0.03318846305807981,s/i,11.285256410256403,0.8458725182863114,0.9043869516310461,De $1 millón 600 mil a $1 millón 700 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Salud,Kinesiología,Kinesiología,0.13986013986013987,0.7737789203084833,12.956140350877178,0.4044665012406948,0.5432835820895522,De $1 millón 100 mil a $1 millón 200 mil
144,Insitutos Profesionales,IP ARCOS,No,Arte y Arquitectura,"Música, Canto o Danza",Producción y Composición Musical,0.07092198581560284,0.4563953488372093,8.85057471264368,0.16666666666666666,0.3950617283950617,s/i
129,Insitutos Profesionales,IP ESCUELA MODERNA DE MUSICA,5 años,Arte y Arquitectura,"Música, Canto o Danza","Intérprete Instrumental, Intérprete en Danza, Producción Musical y Gestión Artística, Especialista en Arreglos y Composición",0.08490566037735849,0.7322175732217573,12.08510638297872,0.264,0.328042328042328,s/i
693,Insitutos Profesionales,IP PROJAZZ,4 años,Arte y Arquitectura,"Música, Canto o Danza","Intérprete en Jazz y Música Popular, y Composición Musical",0.15060240963855423,0.6507936507936508,11.2,0.2962962962962963,0.28735632183908044,s/i
123,Insitutos Profesionales,IP DE CHILE,5 años,Salud,Nutrición y Dietética,Nutrición y Dietética,0.10975609756097561,0.7134502923976608,13.05357142857143,0.3130841121495327,0.48366013071895425,De $900 mil a $1 millón
143,Insitutos Profesionales,IP AIEP,5 años,Educación,Psicopedagogía,Psicopedagogía,0.19291338582677164,0.6774716369529984,9.645484949832776,0.5572574762946754,0.6060606060606061,De $900 mil a $1 millón
123,Insitutos Profesionales,IP DE CHILE,5 años,Educación,Psicopedagogía,Psicopedagogía,0.12629399585921325,0.7608695652173914,8.8974358974359,0.39274924471299094,0.5459057071960298,De $800 mil a $900 mil
113,Insitutos Profesionales,IP IPG,4 años,Educación,Psicopedagogía,Psicopedagogía,0.2074074074074074,0.5172413793103449,s/i,0.5915492957746479,,s/i
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Educación,Psicopedagogía,Psicopedagogía,0.13043478260869565,0.7182539682539683,10.526315789473667,0.7884615384615384,0.8918918918918919,s/i
165,Insitutos Profesionales,IP LOS LAGOS,No,Educación,Psicopedagogía,Psicopedagogía,0.3082191780821918,s/i,s/i,0.6581196581196581,0.7378048780487805,De $800 mil a $900 mil
155,Insitutos Profesionales,IP LOS LEONES,3 años,Educación,Psicopedagogía,Psicopedagogía,0.11949685534591195,s/i,8.305555555555554,0.5875,0.6808510638297872,De $800 mil a $900 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Educación,Psicopedagogía,Psicopedagogía,0.15206812652068127,0.7353266888150609,8.929245283018869,0.5190476190476191,0.64576802507837,s/i
143,Insitutos Profesionales,IP AIEP,5 años,Ciencias Sociales,Publicidad,Publicidad,0.09375,s/i,s/i,0.6911764705882353,0.803030303030303,De $1 millón a $1 millón 100 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Ciencias Sociales,Publicidad,Publicidad,0.011956521739130435,0.8431372549019608,9.370860927152318,0.5574412532637075,0.6577777777777778,De $1 millón a $1 millón 100 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Ciencias Sociales,Publicidad,Publicidad,0,0.8,s/i,0.55,,s/i
144,Insitutos Profesionales,IP ARCOS,No,Arte y Arquitectura,Realizador de Cine y Televisión,Cine,0.042105263157894736,0.6338028169014085,8.44444444444444,0.11594202898550725,0.39215686274509803,s/i
143,Insitutos Profesionales,IP AIEP,5 años,Ciencias Sociales,Relaciones Públicas,Relaciones Públicas Corporativas,0.12307692307692308,s/i,s/i,0.7142857142857143,0.7142857142857143,De $1 millón 100 mil a $1 millón 200 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Ciencias Sociales,Relaciones Públicas,Relaciones Públicas,0.022641509433962263,0.8288770053475936,9.344,0.459954233409611,0.6175710594315246,De $1 millón a $1 millón 100 mil
99,Insitutos Profesionales,IP AGRARIO ADOLFO MATTHEI,5 años,Agropecuaria,Técnico Agropecuario,Técnico Experto Agrario,0.49390243902439024,0.8360655737704918,6.152173913043481,0.3723404255319149,0.5512820512820513,De $1 millón a $1 millón 100 mil
143,Insitutos Profesionales,IP AIEP,5 años,Agropecuaria,Técnico Agropecuario,Técnico en Administración de la Producción Agropecuaria y Agroindustrial,0.11320754716981132,0.7818181818181819,5.341463414634145,0.5826771653543307,0.6788321167883211,De $900 mil a $1 millón
111,Insitutos Profesionales,IP DUOC UC,7 años,Agropecuaria,Técnico Agropecuario,Técnico Agrícola,0.11913357400722022,0.6707317073170732,8.3,0.5093457943925234,0.6033519553072626,De $800 mil a $900 mil
143,Insitutos Profesionales,IP AIEP,5 años,Educación,Técnico Asistente del Educador de Párvulos,Asistente de Párvulo,0.10370532777899584,0.7519157088122606,5.829741379310343,0.3763903839253678,0.4433198380566802,De $600 mil a $700 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Educación,Técnico Asistente del Educador de Párvulos,Asistente en Educación de Párvulos,0.06946688206785137,0.7569620253164557,5.570048309178744,0.3055555555555556,0.42615384615384616,De $600 mil a $700 mil
176,Insitutos Profesionales,IP DEL VALLE CENTRAL,No,Educación,Técnico Asistente del Educador de Párvulos,Técnico de Nivel Superior en Educación Parvularia,0.08643933386201427,s/i,s/i,0.6557377049180327,0.6753246753246753,De $700 mil a $800 mil
120,Insitutos Profesionales,IP DIEGO PORTALES,No,Educación,Técnico Asistente del Educador de Párvulos,Técnico en Educación Parvularia,0.11848341232227488,s/i,s/i,0.4117647058823529,0.5196078431372549,De $600 mil a $700 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Educación,Técnico Asistente del Educador de Párvulos,Técnico en Educación de Párvulos,0.10038610038610038,0.7509025270758123,4.354430379746834,0.17042606516290726,0.2708333333333333,De $600 mil a $700 mil
132,Insitutos Profesionales,IP ESUCOMEX,No,Educación,Técnico Asistente del Educador de Párvulos,Técnico en Educación de Párvulos,0.11678832116788321,s/i,s/i,0.4327485380116959,0.45588235294117646,s/i
117,Insitutos Profesionales,IP IACC,4 años,Educación,Técnico Asistente del Educador de Párvulos,Técnico de Nivel Superior en Educación Parvularia,0.06639839034205232,0.6137566137566137,6.97902097902098,0.4426229508196721,0.5824175824175825,s/i
113,Insitutos Profesionales,IP IPG,4 años,Educación,Técnico Asistente del Educador de Párvulos,Técnico de Nivel Superior en Educación Parvularia,0.15656565656565657,0.6902173913043478,6.114754098360657,0.22635135135135134,0.33666666666666667,De $600 mil a $700 mil
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Educación,Técnico Asistente del Educador de Párvulos,Técnico en Educación Parvularia y Educación Básica,0.08099688473520249,0.7186788154897494,5.88671875,0.5,0.5792349726775956,De $700 mil a $800 mil
155,Insitutos Profesionales,IP LOS LEONES,3 años,Educación,Técnico Asistente del Educador de Párvulos,Técnico en Educación Parvularia,0.06769230769230769,0.6831683168316832,5.720588235294121,0.5454545454545454,0.584045584045584,De $700 mil a $800 mil
106,Insitutos Profesionales,IP PROVIDENCIA,3 años,Educación,Técnico Asistente del Educador de Párvulos,Técnico en Educación Parvularia y Primer Ciclo Básico,0.1161524500907441,0.5985037406483791,4.77914110429448,0.3548387096774194,0.4895833333333333,s/i
143,Insitutos Profesionales,IP AIEP,5 años,Educación,Técnico Asistente del Educador Diferencial,Técnico Asistente en Educación Especial,0.14729950900163666,0.7357859531772575,5.892857142857143,0.3861824623560673,0.46029173419773095,De $600 mil a $700 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Educación,Técnico Asistente del Educador Diferencial,Técnico en Educación Diferencial e Inclusión,0.14092140921409213,0.8058608058608059,5.2974683544303796,0.3333333333333333,0.4173669467787115,De $600 mil a $700 mil
176,Insitutos Profesionales,IP DEL VALLE CENTRAL,No,Educación,Técnico Asistente del Educador Diferencial,Técnico en Educación Diferencial,0.12350597609561753,s/i,s/i,0.43820224719101125,0.5595238095238095,s/i
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Educación,Técnico Asistente del Educador Diferencial,Técnico en Educación Diferencial,0.24285714285714285,0.8549222797927462,4.336363636363636,0.21388888888888888,0.3268698060941828,De $600 mil a $700 mil
132,Insitutos Profesionales,IP ESUCOMEX,No,Educación,Técnico Asistente del Educador Diferencial,Técnico en Educación Diferencial,0.14444444444444443,s/i,s/i,0.36585365853658536,,s/i
117,Insitutos Profesionales,IP IACC,4 años,Educación,Técnico Asistente del Educador Diferencial,Técnico de Nivel Superior en Educación Diferencial,0.11634349030470914,0.5906432748538012,7.15151515151515,0.5168539325842697,0.5897435897435898,s/i
113,Insitutos Profesionales,IP IPG,4 años,Educación,Técnico Asistente del Educador Diferencial,Técnico de Nivel Superior en Educación Diferencial,0.31189710610932475,0.6396396396396397,6.2105263157894735,0.27564102564102566,0.3465909090909091,De $600 mil a $700 mil
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Educación,Técnico Asistente del Educador Diferencial,Técnico en Educación Especial y Diferencial,0.1606060606060606,0.7466216216216216,6.899999999999999,0.4782608695652174,0.5632183908045977,s/i
106,Insitutos Profesionales,IP PROVIDENCIA,3 años,Educación,Técnico Asistente del Educador Diferencial,Técnico en Educación Diferencial,0.21863799283154123,0.5768463073852296,4.84210526315789,0.4146341463414634,,s/i
143,Insitutos Profesionales,IP AIEP,5 años,Salud,Técnico Dental y Asistente de Odontología,Técnico en Odontología,0.0963265306122449,0.708092485549133,5.847665847665848,0.5209452201933404,0.5811068702290076,De $700 mil a $800 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Salud,Técnico Dental y Asistente de Odontología,Técnico Higienista dental y Odontología,0.11009174311926606,0.6530612244897959,4.484848484848484,0.3875,0.47058823529411764,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Salud,Técnico Dental y Asistente de Odontología,Técnico en Odontología,0.04283054003724395,0.7581120943952803,5.631304347826088,0.6071695294996265,0.6451882845188285,De $700 mil a $800 mil
143,Insitutos Profesionales,IP AIEP,5 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración de Empresas,0.4047016274864376,0.6664285714285715,5.734065934065933,0.6831097079715864,0.700381679389313,De $1 millón a $1 millón 100 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración de Empresas,0.21839080459770116,0.6547619047619048,6.066298342541438,0.624031007751938,0.6814814814814815,De $1 millón a $1 millón 100 mil
176,Insitutos Profesionales,IP DEL VALLE CENTRAL,No,Administración y Comercio,Técnico en Administración de Empresas,Técnico de Nivel Superior en Administración de Empresas y Administración en Salud,0.359375,s/i,s/i,0.8445945945945946,0.8197674418604651,De $1 millón a $1 millón 100 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración,0.40794223826714804,0.6976744186046512,5.645833333333331,0.5032679738562091,0.6203208556149733,De $900 mil a $1 millón
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración y Administración de Empresas,0.2909280500521376,0.7258064516129032,5.484641638225256,0.4302134646962233,0.5804020100502513,De $1 millón a $1 millón 100 mil
132,Insitutos Profesionales,IP ESUCOMEX,No,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración de Empresas,0.2032520325203252,s/i,s/i,0.6222222222222222,,s/i
117,Insitutos Profesionales,IP IACC,4 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico Superior en Administración de Empresas,0.2920203735144312,0.5749613601236476,6.78571428571429,0.8636363636363636,0.776,De $1 millón 200 mil a $1 millón 300 mil
103,Insitutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,No,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración de Empresas Financieras,0.6671159029649596,s/i,8.244186046511627,0.5281899109792285,0.5267857142857143,De $1 millón a $1 millón 100 mil
